model,run,seed,title,clarity,relevance,rigor,final_score
microsoft/Phi-3-mini-4k-instruct,9,108,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,9,108,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,9,108,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
microsoft/Phi-3-mini-4k-instruct,9,108,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,9,108,Transport of molybdate by Clostridium pasteurianum.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,9,108,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,10,109,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,5.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,10,109,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,10,109,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,10,109,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,10,109,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,10,109,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.5,4.0,,3.75
microsoft/Phi-3-mini-4k-instruct,10,109,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,10,109,Effects of zinc-smelter emissions on forest soil microflora.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,10,109,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,10,109,Serum lactate dehydrogenase activity ratios with different substrates.,3.5,3.0,,3.25
microsoft/Phi-3-mini-4k-instruct,10,109,Arterial catecholamines in hypoxic exercise in man.,4.0,5.0,,4.5
microsoft/Phi-3-mini-4k-instruct,10,109,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,10,109,[Synthesis of N-substituted isoindolines].,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,10,109,Gluconic acid production by Penicillium puberulum.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,10,109,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,5.0,5.0,4.0,4.666666666666667
microsoft/Phi-3-mini-4k-instruct,10,109,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,10,109,Phospholipase D activity of gram-negative bacteria.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,10,109,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,10,109,Transport of molybdate by Clostridium pasteurianum.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,10,109,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,11,110,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.5,4.0,3.8333333333333335
microsoft/Phi-3-mini-4k-instruct,11,110,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,11,110,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,11,110,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
microsoft/Phi-3-mini-4k-instruct,11,110,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.5,4.0,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,11,110,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,5.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,11,110,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,11,110,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,11,110,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.5,4.5,,4.5
microsoft/Phi-3-mini-4k-instruct,11,110,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,3.0,4.0,3.3333333333333335
microsoft/Phi-3-mini-4k-instruct,11,110,Arterial catecholamines in hypoxic exercise in man.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,11,110,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.5,4.0,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,11,110,[Synthesis of N-substituted isoindolines].,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,11,110,Gluconic acid production by Penicillium puberulum.,4.0,4.5,3.5,4.0
microsoft/Phi-3-mini-4k-instruct,11,110,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.5,5.0,4.0,4.5
microsoft/Phi-3-mini-4k-instruct,11,110,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,11,110,Phospholipase D activity of gram-negative bacteria.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,11,110,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,5.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,11,110,Transport of molybdate by Clostridium pasteurianum.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,11,110,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.5,4.5,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.5,4.0,3.8333333333333335
microsoft/Phi-3-mini-4k-instruct,12,111,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,12,111,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,12,111,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,12,111,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.5,4.0,3.8333333333333335
microsoft/Phi-3-mini-4k-instruct,12,111,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.5,4.5,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,Effects of zinc-smelter emissions on forest soil microflora.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,12,111,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,12,111,Arterial catecholamines in hypoxic exercise in man.,4.0,4.5,4.5,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,12,111,[Synthesis of N-substituted isoindolines].,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,12,111,Gluconic acid production by Penicillium puberulum.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.5,5.0,4.0,4.5
microsoft/Phi-3-mini-4k-instruct,12,111,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,12,111,Phospholipase D activity of gram-negative bacteria.,4.0,4.5,4.5,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,12,111,Transport of molybdate by Clostridium pasteurianum.,4.5,5.0,4.0,4.5
microsoft/Phi-3-mini-4k-instruct,12,111,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,4.5,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,13,112,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,5.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,13,112,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,13,112,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,13,112,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,13,112,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,13,112,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,4.5,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,13,112,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,13,112,Effects of zinc-smelter emissions on forest soil microflora.,4.5,4.0,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,13,112,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,13,112,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,13,112,Arterial catecholamines in hypoxic exercise in man.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,13,112,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,4.5,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,13,112,[Synthesis of N-substituted isoindolines].,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,13,112,Gluconic acid production by Penicillium puberulum.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,13,112,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.5,5.0,,4.75
microsoft/Phi-3-mini-4k-instruct,13,112,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,13,112,Phospholipase D activity of gram-negative bacteria.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,13,112,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,13,112,Transport of molybdate by Clostridium pasteurianum.,5.0,4.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,13,112,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,5.0,3.0,4.0
microsoft/Phi-3-mini-4k-instruct,14,113,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,5.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,14,113,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,14,113,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,14,113,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,14,113,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
microsoft/Phi-3-mini-4k-instruct,14,113,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,2.0,4.0,4.0,3.3333333333333335
microsoft/Phi-3-mini-4k-instruct,14,113,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.5,5.0,4.0,4.5
microsoft/Phi-3-mini-4k-instruct,14,113,Effects of zinc-smelter emissions on forest soil microflora.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,14,113,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,14,113,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,14,113,Arterial catecholamines in hypoxic exercise in man.,4.5,5.0,,4.75
microsoft/Phi-3-mini-4k-instruct,14,113,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,3.0,4.5,4.0,3.8333333333333335
microsoft/Phi-3-mini-4k-instruct,14,113,[Synthesis of N-substituted isoindolines].,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,14,113,Gluconic acid production by Penicillium puberulum.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,14,113,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,14,113,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,14,113,Phospholipase D activity of gram-negative bacteria.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,14,113,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,,4.5,4.0,4.25
microsoft/Phi-3-mini-4k-instruct,14,113,Transport of molybdate by Clostridium pasteurianum.,4.5,5.0,4.5,4.666666666666667
microsoft/Phi-3-mini-4k-instruct,14,113,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,15,114,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,4.5,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,15,114,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,15,114,Purification and properties of Escherichia coli dihydrofolate reductase.,5.0,5.0,,5.0
microsoft/Phi-3-mini-4k-instruct,15,114,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,15,114,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,15,114,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,15,114,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.5,5.0,4.5
microsoft/Phi-3-mini-4k-instruct,15,114,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,15,114,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,,5.0,4.0,4.5
microsoft/Phi-3-mini-4k-instruct,15,114,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,15,114,Arterial catecholamines in hypoxic exercise in man.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,15,114,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,15,114,[Synthesis of N-substituted isoindolines].,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,15,114,Gluconic acid production by Penicillium puberulum.,4.0,4.5,4.0,4.166666666666667
microsoft/Phi-3-mini-4k-instruct,15,114,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,5.0,4.5,4.5
microsoft/Phi-3-mini-4k-instruct,15,114,Degradation of myxovirus virion RNA by periodate.,3.0,4.0,4.0,3.6666666666666665
microsoft/Phi-3-mini-4k-instruct,15,114,Phospholipase D activity of gram-negative bacteria.,3.0,4.5,4.0,3.8333333333333335
microsoft/Phi-3-mini-4k-instruct,15,114,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,5.0,4.0,4.333333333333333
microsoft/Phi-3-mini-4k-instruct,15,114,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,4.0,4.0
microsoft/Phi-3-mini-4k-instruct,15,114,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.5,5.0,,4.25
Qwen/Qwen2.5-3B-Instruct,1,100,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,1,100,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,1,100,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,1,100,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,1,100,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,1,100,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,1,100,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,1,100,Effects of zinc-smelter emissions on forest soil microflora.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,1,100,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,1,100,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,1,100,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,1,100,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,1,100,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,1,100,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,1,100,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,1,100,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,1,100,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,1,100,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,1,100,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,5.0,4.333333333333333
Qwen/Qwen2.5-3B-Instruct,1,100,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,2,101,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,2,101,Purification and properties of Escherichia coli dihydrofolate reductase.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,Myosin from arterial smooth muscle: isolation following actin depolymerization.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,Effects of zinc-smelter emissions on forest soil microflora.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,2,101,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,[Synthesis of N-substituted isoindolines].,3.0,3.0,2.0,2.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,Gluconic acid production by Penicillium puberulum.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,Degradation of myxovirus virion RNA by periodate.,3.0,3.0,3.0,3.0
Qwen/Qwen2.5-3B-Instruct,2,101,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,2,101,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,2,101,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,3.0,4.0,4.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,3,102,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",3.0,4.0,2.0,3.0
Qwen/Qwen2.5-3B-Instruct,3,102,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,3,102,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,3,102,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,3,102,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,3.0,3.6666666666666665
Qwen/Qwen2.5-3B-Instruct,3,102,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,3.0,3.3333333333333335
Qwen/Qwen2.5-3B-Instruct,3,102,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,4.0,4.0
Qwen/Qwen2.5-3B-Instruct,3,102,Effects of zinc-smelter emissions on forest soil microflora.,2.0,3.0,3.0,2.6666666666666665
